Recency,Frequency,CustomerTenureDays,WeekendPurchaseRatio,Season_0.0,Season_1.0,Season_2.0,Season_3.0,Reg_6.0,Reg_12.0,Reg_Other,Pers_0,Pers_1,Pers_2
2.0922145291271135,0.5897217293220749,-0.4445362643837965,-0.4632204171074844,False,True,False,False,False,True,False,False,False,True
-0.03386175906429313,-0.44260766926942663,-0.6676415799464925,-0.4632204171074844,False,False,False,True,False,True,False,False,False,True
0.8206378017399087,-1.0464816558374788,-0.9830663364316834,-0.4632204171074844,False,False,False,True,False,True,False,False,False,True
-0.7255994987629327,0.8193039638916373,1.2710666794259005,0.27319726265252586,True,False,False,False,False,True,False,True,False,False
-0.8273256369539091,-0.014152257245977158,-0.8292006015608586,-0.4632204171074844,True,False,False,False,False,True,False,False,True,False
-0.20679619398895302,-1.0464816558374788,-0.9830663364316834,-0.4632204171074844,True,False,False,False,False,True,False,False,True,False
1.9396253218406492,-0.44260766926942663,-0.9292133292268947,-0.4632204171074844,False,True,False,False,False,False,True,False,False,True
1.1563340577701309,-1.0464816558374788,-0.9830663364316834,-0.4632204171074844,False,False,True,False,False,True,False,False,False,True
-0.45093892564729643,-0.014152257245977158,0.2863259762526214,0.7290748739325326,False,False,True,False,False,True,False,False,True,False
0.17976313113675732,-0.014152257245977158,0.2863259762526214,-0.4632204171074844,False,False,False,True,False,True,False,False,False,True
-0.8273256369539091,1.3505129779303036,1.132587518042158,0.23602043026936745,True,False,False,False,True,False,False,True,False,False
-0.7154268849438351,0.31818357933880176,0.20939310881720902,1.6564156558525458,True,False,False,False,False,True,False,False,True,False
0.44425109043329597,0.31818357933880176,-0.7061080136641987,-0.4632204171074844,False,False,False,True,False,True,False,False,False,True
2.794124882644851,-0.44260766926942663,-0.9445999027139772,-0.4632204171074844,False,True,False,False,False,True,False,False,False,True
-0.6645638158483469,-0.014152257245977158,1.57879814916755,0.9153710131575353,False,False,False,True,False,False,True,True,False,False
-0.45093892564729643,-0.014152257245977158,-0.7445744473819049,-0.4632204171074844,True,False,False,False,True,False,False,False,True,False
0.7901199602826158,1.3505129779303036,0.44019171112344624,-0.4632204171074844,False,False,True,False,False,True,False,True,False,False
-0.7052542711247375,-0.44260766926942663,-0.9138267557398122,-0.4632204171074844,True,False,False,False,False,True,False,False,True,False
-0.888361319868495,1.7412616543237192,1.5941847226546326,-0.4632204171074844,True,False,False,False,False,True,False,True,False,False
-0.5831829052955657,-1.0464816558374788,-0.9830663364316834,3.113665456012567,True,False,False,False,False,True,False,False,True,False
-0.18645096635075775,0.31818357933880176,0.686376886916766,0.4667699099037289,True,False,False,False,False,True,False,True,False,False
-0.9087065475066902,1.193595715890128,0.8710157687617558,0.12208818031216022,False,False,True,False,False,True,False,True,False,False
-0.5628376776573705,1.3505129779303036,0.10168709440763163,-0.4632204171074844,True,False,False,False,False,True,False,True,False,False
-0.6747364296674445,1.193595715890128,1.2172136722211118,-0.4632204171074844,True,False,False,False,False,True,False,True,False,False
2.875505793197632,-1.0464816558374788,-0.9830663364316834,-0.4632204171074844,False,True,False,False,False,True,False,False,False,True
-0.8374982507730068,-0.44260766926942663,-0.906133468996271,2.815591633252562,True,False,False,False,False,True,False,False,True,False
-0.5526650638382729,-1.0464816558374788,-0.9830663364316834,-0.4632204171074844,True,False,False,False,False,True,False,False,True,False
0.301834496965929,0.8193039638916373,0.5402044387894824,0.49643189031496837,False,False,True,False,True,False,False,True,False,False
-0.8985339336875926,0.31818357933880176,1.8480631851914935,-0.4632204171074844,False,True,False,False,False,True,False,True,False,False
0.48494154570968656,-0.44260766926942663,-0.6676415799464925,3.113665456012567,False,False,False,True,False,True,False,False,False,True
-0.013516531426097851,-1.0464816558374788,-0.9830663364316834,3.113665456012567,True,False,False,False,False,True,False,False,True,False
-0.8273256369539091,2.382842376521805,1.7634370310125398,-0.2998093873710356,False,True,False,False,False,True,False,True,False,False
-0.7561173402202257,-1.0464816558374788,-0.9830663364316834,-0.4632204171074844,True,False,False,False,False,True,False,False,True,False
0.6070129115388583,-0.014152257245977158,0.6709903134296835,-0.4632204171074844,False,False,False,True,False,True,False,False,False,True
-0.7255994987629327,1.193595715890128,0.8248560483005083,1.4318184560687017,True,False,False,False,False,True,False,True,False,False
-0.41024847037090584,-0.44260766926942663,0.47865814484115243,-0.4632204171074844,False,False,True,False,True,False,False,False,False,True
1.9396253218406492,-1.0464816558374788,-0.9830663364316834,-0.4632204171074844,False,False,True,False,False,True,False,False,False,True
-0.918879161325788,-0.014152257245977158,1.2018270987340292,1.3668142156516117,False,True,False,False,False,True,False,True,False,False
-0.8476708645921044,0.5897217293220749,1.7634370310125398,-0.4632204171074844,False,True,False,False,False,True,False,True,False,False
-0.888361319868495,0.5897217293220749,1.740357170781916,-0.4632204171074844,False,True,False,False,False,True,False,True,False,False
-0.7662899540393233,-0.44260766926942663,1.0479613638632044,-0.4632204171074844,False,False,True,False,False,True,False,True,False,False
-0.8680160922302997,2.050506539937026,1.540331715449844,2.7559768687005612,True,False,False,False,False,True,False,True,False,False
0.07803699294578091,-1.0464816558374788,-0.9830663364316834,-0.4632204171074844,True,False,False,False,False,True,False,False,True,False
-0.25765926308444126,2.1407970022440934,0.9325620627100857,-0.4632204171074844,False,False,True,False,False,True,False,True,False,False
-0.6950816573056398,-0.44260766926942663,1.2864532529129828,-0.4632204171074844,True,False,False,False,False,True,False,False,True,False
-0.7154268849438351,-0.44260766926942663,-0.9292133292268947,-0.4632204171074844,True,False,False,False,False,True,False,False,True,False
0.47476893189058894,-0.44260766926942663,-0.9599864762010597,-0.21653863275437749,False,False,False,True,False,True,False,False,False,True
-0.7764625678584209,0.31818357933880176,0.5325111520459411,-0.4632204171074844,True,False,False,False,True,False,False,True,False,False
